"UUID","Context","Default","Translated","Notes"
"d3d53f3a5877407cbd5c4db3bc323e75","ThoridonThirdEraGoToLandmark.b.b.choices","River","",""
"8f6c0501132942e18f71a85c50755c19","ThoridonThirdEraGoToLandmark.b.choices","S","",""
"17e8e473feef4fad869dff76364b55c2","ThoridonThirdEraGoToLandmark.b.b.choices","Surhek Gatehouse","",""
"a40ab8a0d0b34cc8a2a79e2c2fd3e14c","ThoridonThirdEraGoToLandmark.b.choices","T","",""
"0ff16b9c41914ee385896bc1dac06a5b","ThoridonThirdEraGoToLandmark.b.b.choices","Gomard district","",""
"07a0364daa884cbd94df3344f88d7d0e","ThoridonThirdEraGoToLandmark.b.choices","U","",""
"fda981d29f3d4234817be196ca0a98a0","ThoridonThirdEraGoToLandmark.b.b.choices","Esdor district","",""
"707baf94bf424edfae01328d524504f1","ThoridonThirdEraGoToLandmark.b.choices","W","",""
"dff4cbebec94406fac1310030ddc3275","ThoridonThirdEraGoToLandmark.b.b.choices","Weshek Gatehouse","",""
"697d4e715a404e249870ffa19166c465","ThoridonThirdEraGoToLandmark.b.choices","Go ","",""
"9a440c04bd5c43c29208e1f78e176390","ThoridonThirdEraGoToLandmark.b.choices","Go to ","",""
"543513f1420843a18a3dc9468385462d","city_thoridon_third.quadrangle.choices","A","",""
"fe190a2782394943819f792460a2a3ce","city_thoridon_third.quadrangle.b","Central to everything in the city of Thoridon stands a large, rectangular courtyard known as the Quadrangle.","",""
"0b74b105739f4032a8f61326aa666944","city_thoridon_third.quadrangle.choices","D","",""
"f7bf66141ea046e1b4da1115f8a3b2ef","city_thoridon_third.quadrangle.choices","G","",""
"33462bd8bdf34212a4f77970271c0bf0","city_thoridon_third.quadrangle.choices","C","",""
"b3986266bb474c3097e7d8b711054274","city_thoridon_third.quadrangle.choices","B","",""
"5518799e104d462dbcdd98d70926fb17","city_thoridon_third.quadrangle.choices","L","",""
"8071b62f844645cd9e09f0151a5f55fb","city_thoridon_third.quadrangle.c-4","Cross the bridge to Inn A.","",""
"5b9fd287624d440e8731d34e84920a02","city_thoridon_third.senate_house.choices","B","",""
"e18a362bf4c4475dac65283e1ee31051","city_thoridon_third.senate_house","Outside the Senate House.","",""
"ea43874a521c498caaacd5cd11645667","city_thoridon_third.senate_house.choices","A","",""
"6908b938ebb348b1b54057ba399b5138","city_thoridon_third.temple_of_ramor.choices","C","",""
"046bb87031af427faa3ffeb92015ae93","city_thoridon_third.temple_of_ramor","Outside the Temple of Ramor.","",""
"31ea1b909caa4ed69f9122c0f12f9e1e","city_thoridon_third.temple_of_ramor.choices","F","",""
"d2c4c7b66e2c46bc9b0625d32135b0ea","city_thoridon_third.temple_of_ramor.choices","A","",""
"34dec262f3764ea1bbc3e5a6a2062bfa","city_thoridon_third.synth_institute.choices","D","",""
"1eef6dc32d344fb1835ef39e41223616","city_thoridon_third.synth_institute","Outside the Synth Institute.","",""
"bd8278fb9db84596932a0cb22a69f503","city_thoridon_third.synth_institute.choices","F","",""
"2096412ec40d4002b46d407052d1580a","city_thoridon_third.synth_institute.choices","A","",""
"d79a78e80d5f445dabe4dbee6bd42df7","city_thoridon_third.gatehouse_east.choices","E","",""
"fb37f3dd397f47c0acb52923f84a2d55","city_thoridon_third.gatehouse_east","Outside the eastern gatehouse.","",""
"26a4ad0f80094d30937ce460ceeda8f3","city_thoridon_third.gatehouse_east.choices","Go east","",""
"10a77801a4b2457c8742a65add914b62","city_thoridon_third.gatehouse_east.choices","O","",""
"00dbfe65f5764bc18e43e866ccb105ff","city_thoridon_third.gatehouse_east.choices","M","",""
"b6f5a3deb26b4d9b9fefccf9151fbf20","city_thoridon_third.gatehouse_east.choices","P","",""
"e9dd3ace7e60424a8aac095b0ee061d6","city_thoridon_third.gatehouse_east.c-0","Leave?!","",""
"fea8985fc6e84ad8b8c5e76f68a3c27f","city_thoridon_third.hall_of_legends.choices","F","",""
"99cada252b564401a2bff5b0d88659f8","city_thoridon_third.hall_of_legends","Outside the Hall of Legends.","",""
"2c4061f9cf0848188d21ffb2e9ba45b0","city_thoridon_third.hall_of_legends.choices","D","",""
"4a8c5a5337b142debffe9879f63e7756","city_thoridon_third.hall_of_legends.choices","C","",""
"58f5cbb2ea344fa4bb96f3713f7527c6","city_thoridon_third.guardhouse.choices","G","",""
"193edb802bfc48329f7610cc94235ca5","city_thoridon_third.guardhouse","A large building stands here, with many windows and doors from all sides. It is on two storeys, and is pretty unremarkable considering other places in Thoridon. While it seems like it is an open, and welcoming location, there are guards standing on each of the doors, similar to the ones at the city gates.","",""
"7ae7c4a55021470ea7c365572c7dc524","city_thoridon_third.guardhouse","An inner wall separates this area with ","",""
"452c4df221dd4d068579657ba94e9760","city_thoridon_third.guardhouse.choices","A","",""
"387bce4730fa43d1bf52cd1e091dea79","city_thoridon_third.guardhouse.b","the Quadrangle","",""
"363c2fefa39b4a728d54985e301349f9","city_thoridon_third.guardhouse.b","what lies to the north","",""
"aa15b54578794f21a684d45f8281b77d","city_thoridon_third.guardhouse.choices","D","",""
"b18edd9e4b3c4ec990a54052de9e0f9d","city_thoridon_third.guardhouse.b","There are a number of others, dressed in similar robes as Kaidan, making their way northwards.","",""
"ce079a372ec84644a53ef72698146cf7","city_thoridon_third.guardhouse.choices","Approach an entrance","",""
"af8f5434b1094f6d9065ac6b9247e409","city_thoridon_third.guardhouse.choices","S","",""
"8dd3d2a7344b488bada900099d4328cd","city_thoridon_third.guardhouse.choices","H","",""
"71221567d4c8417ca5367372da76f306","city_thoridon_third.guardhouse.choices","M","",""
"aa6104c553dd413ea6f37111dd07ac9a","city_thoridon_third.guardhouse.c-0","Something about approaching the guardhouse. TODO","",""
"4a632ab2d17b426ead8c04b94abb1011","city_thoridon_third.union_market_new.choices","H","",""
"5ba630f6aff84d829ccf3c190aed205c","city_thoridon_third.union_market_new","In the People's Union marketplace.","",""
"5b83da9f54d442bf80439a9dbf94be18","city_thoridon_third.union_market_new.choices","G","",""
"579c3b4c907843a1bab2f97c558d4b23","city_thoridon_third.union_market_new.choices","T","",""
"e39ce7846f8648399f2392fd06125102","city_thoridon_third.union_market_new.choices","S","",""
"9fe8b19aec5f48cf93125232f6a7a7ae","city_thoridon_third.union_market_old.choices","I","",""
"b0e9c61ee63a46a1ad0b2656e57b4bf3","city_thoridon_third.union_market_old","In the People's Union unused marketplace.","",""
"08e4487ae8194c4e868f56bcef9f5cb0","city_thoridon_third.union_market_old.choices","W","",""
"63464c6b843b4492b06679921e4b80f6","city_thoridon_third.union_market_old.choices","L","",""
"8c3ee294e43a462fa97c493a25bf0063","city_thoridon_third.home_ikis.choices","J","",""
"80033b5580414bf68cc88d771809036c","city_thoridon_third.home_ikis","Kaidan stands outside his home.","",""
"2c811b86483b408793c29ea2354b8749","city_thoridon_third.home_ikis.b","A gate leads through some tall hedges, leading onto a path up to the modest house. The garden itself features well-maintained flower beds.","",""
"dffcf734ae7c4603bef433990cdcc0c2","city_thoridon_third.home_ikis.choices","P","",""
"eb7f34a8f6bb4de89ec0c0945593033c","city_thoridon_third.home_ikis.choices","Q","",""
"b7a3cbaacf9a4e1191c76aff23576c99","city_thoridon_third.home_ikis.choices","Open the gate","",""
"4e7ced88f9244915a3793758d0ff4664","city_thoridon_third.home_ikis.c-2.b.b"," tries to open the gate, but it seems to be locked.","",""
"4a2d1ef5faf14c8fa7f18c0e0bd1a773","city_thoridon_third.home_ikis.c-2.b.b"," The gate is still locked.","",""
"0db46630c48d48258781219cdce977c3","city_thoridon_third.home_ikis.c-2.b.choices","Gate is not locked, it should be!","",""
"857e1b7e16e540318721e0d95e167cbd","city_thoridon_third.home_emperor.choices","K","",""
"ba9f91f25f98450e8a555f6a9624cbb2","city_thoridon_third.home_emperor","Outside the Emperor's residence.","",""
"152db15847c04f17b0d4cb43eacb80af","city_thoridon_third.home_emperor.choices","N","",""
"65936c654bde4bfba43c006132f7e869","city_thoridon_third.old_gatehouse_inn.choices","L","",""
"d38641fd06474713bef424bbd0bb9a4d","city_thoridon_third.old_gatehouse_inn","Outside the Old Gatehouse Inn.","",""
"ddfc5590c12b48ae8758347a6d5bd460","city_thoridon_third.old_gatehouse_inn.choices","I","",""
"672f552cc3914b70a48f0232cff6afa7","city_thoridon_third.old_gatehouse_inn.choices","W","",""
"6bfb716952844d698b737094e0f9d614","city_thoridon_third.old_gatehouse_inn.choices","A","",""
"87e24bc9a0434484b2a702f719f075ec","city_thoridon_third.old_gatehouse_inn.c-2","Cross the river to the Quadrangle.","",""
"d6666f0ceb0a4c87a167d2b6cdcaa89a","city_thoridon_third.blue_cask_pub.choices","M","",""
"a31d30b993a344c8a9540c7f1806a98e","city_thoridon_third.blue_cask_pub","In amongst smaller buildings stands an eye-changing place. With hints of blue all around the outside of a single, large building, and some well-attended seating, stands a large blue barrel. Behind this barrel lies a wide door that leads inside. The path leading up to the door is well trodden, and an orange flickering glow emanating from the various windows grabs one's attention.","",""
"39e43467226344b9aae5938bc4bd7f7d","city_thoridon_third.blue_cask_pub.choices","Enter ","",""
"a4eda2ca3f964eed96b4cf54a7832b58","city_thoridon_third.blue_cask_pub.b","The Blue Cask","",""
"6c008fa0a0ca4ba8a848215059cf797e","city_thoridon_third.blue_cask_pub.b","inside","",""
"e330f0b85f5648488734ca42df0d99d2","city_thoridon_third.blue_cask_pub.choices","G","",""
"34351b4455614950bd6cf6d1c693048e","city_thoridon_third.blue_cask_pub.choices","S","",""
"528a233d5868415faeabf14ea5027a5f","city_thoridon_third.blue_cask_pub.choices","Q","",""
"3ef4a3da952044a0bfdc3b8f68ff1144","city_thoridon_third.blue_cask_pub.choices","P","",""
"6b593564972148cd8aeb69d66032a261","city_thoridon_third.blue_cask_pub.c-0.choices","M","",""
"19aaef97639a4b04a5041a2b899ac38a","city_thoridon_third.residential_hexard.choices","N","",""
"c5a227d60eb34472be819d38f0050300","city_thoridon_third.residential_hexard","Inside a high quality residential area.","",""
"51dcd101216f4915b016386d14b41133","city_thoridon_third.residential_hexard.choices","K","",""
"19ddd756494f4eebaf38be3a907a8f9d","city_thoridon_third.residential_hexard.choices","O","",""
"77780763ddc64b14b3d593ce954371ad","city_thoridon_third.residential_dagard.choices","O","",""
"b1dcfbc3440943b689013848c9cd41b1","city_thoridon_third.residential_dagard","Inside a medium quality residential area.","",""
"d6df4b4f40754a3fa46d7f71c8ee70cd","city_thoridon_third.residential_dagard.choices","N","",""
"0fc60cdc5df34584ab3e1e1e47102b7f","city_thoridon_third.residential_dagard.choices","E","",""
"92e144d51b284ea7a26272b1086b92a2","city_thoridon_third.residential_nador.choices","P","",""
"a5ce5358f73648aa8052d3212bad598a","city_thoridon_third.residential_nador"," walks into ","",""
"cc1a4de7ace94e58b2c1f857bbd5dd83","city_thoridon_third.residential_nador.b","an area of the city that is densely populated","",""
"1b1e1cdaa99147a0bf2764eef9510f19","city_thoridon_third.residential_nador.b","the Nador residential ward","",""
"13b2bcef388b43519f3de4d8d7cd6e70","city_thoridon_third.residential_nador.b","There are lots of small houses, tightly packed together, and there is a constant air of burning wood. A lot of these buildings are dirty and irregular, and coupled with a fairly noisy background, it is very busy, all the time.","",""
"71198a1e26eb41d0b3e0e8d05f0e50ea","city_thoridon_third.residential_nador.b","Near the centre, a statue stands at where pathways intersect, with a plaque underneath that reads ""Emperor Nador"". The statue itself seems to be in need of some restoration. Paths lead in north-south and westerly directions.","",""
"5ebd52353e9d45988df1953be2372a66","city_thoridon_third.residential_nador.b","To the east, the high wall of the city's boundary stretches north to south, with a few towers along its direction.","",""
"1b5d46c491f5423d80c9e09ae370de42","city_thoridon_third.residential_nador","As ","",""
"8bd4972732df4fe9ab2bff9d344948fe","city_thoridon_third.residential_nador"," moves through, various individuals push past without acknowledging anything else than themselves.","",""
"7a8c98c45f854ffb84f2e8ccb33a9b77","city_thoridon_third.residential_nador.choices","E","",""
"7247a098fa5545c4b2ed36af5d660603","city_thoridon_third.residential_nador.choices","J","",""
"7764ad2cbf3146569877c10d91bc5314","city_thoridon_third.residential_nador.choices","M","",""
"333e1a9a916e44a9a3076e5496248164","city_thoridon_third.residential_kasard.choices","Q","",""
"efc68ec6446c4c58a14c079ee2a2db76","city_thoridon_third.residential_kasard"," wonders into ","",""
"1d04bcb6b54e488298109d6f497b4ade","city_thoridon_third.residential_kasard.b","an area that appears to be residential","",""
"23776edbd1fb4d2384d7da0f9953281d","city_thoridon_third.residential_kasard.b","the Kasard residential ward","",""
"97e0fba6f7634519bab55c5fc7559be0","city_thoridon_third.residential_kasard.b","The ward features many family homes that are spaced apart, and a small park in the middle, lined by various trees and flower beds. Paths and roadways branch off from the edge of the park, heading in east-west and northerly directions.","",""
"fd90812490d04a7fb5d042fc74d0c88c","city_thoridon_third.residential_kasard.b","To the south, a high wall extends east to west, as part of the city's boundary. Several bastions punctuate the wall, but are deserted.","",""
"db132d98aea149439c653ea19d54f91f","city_thoridon_third.residential_kasard.b","A small arched sign sits between two tall trees at the entrance of the park. It bears clear writing that reads ""Kasard Greens"".","",""
"e7d825a6bbfd40ae89903419fa1fa55d","city_thoridon_third.residential_kasard.choices","M","",""
"72f6c29b383e48ed933bbdb0e966fa3c","city_thoridon_third.residential_kasard.choices","J","",""
"c922d7aa6f6f4d109e1065dc1cfb5da8","city_thoridon_third.residential_kasard.choices","S","",""
"75120f1aa1734be58962094d4aa781e1","city_thoridon_third.gatehouse_south.choices","S","",""
"7febce17658f459a99e8e1c4782f0d34","city_thoridon_third.gatehouse_south.b"," arrives in an open area that has many paths, disappearing down streets from west to east. But most obvious is the large, heavily-enforced steel gate that arches overhead. The gate provides ingress through the city's wall.","",""
"9115e6ddab92433089389b27f4286867","city_thoridon_third.gatehouse_south.b","Several small shacks line the gate itself and a few burly individuals stand around on the edges of the open gate, that appear to be guarding it.","",""
"b01f62a59100486d8220570b6b471862","city_thoridon_third.gatehouse_south.b"," stands at an intersection of many paths, with the gate to the south.","",""
"f2c7b7dcd1814744a7fad787fd30c52f","city_thoridon_third.gatehouse_south.choices","T","",""
"6b2b4258f3f449ddb0c4eda8296ca6ec","city_thoridon_third.gatehouse_south.choices","H","",""
"12e3e358bd9a4f6daff657869310e196","city_thoridon_third.gatehouse_south.choices","G","",""
"61ca48cea11649d889ddb92fa12d26ae","city_thoridon_third.gatehouse_south.choices","M","",""
"063771aedfa144d992dc31ae232797e5","city_thoridon_third.gatehouse_south.choices","Q","",""
"aaf61509f26a4769b2c4642044c2dc22","city_thoridon_third.gatehouse_south.choices","Approach the guards","",""
"d6762d0e04ba475584e2631cee1c4883","city_thoridon_third.gatehouse_south.choices","Go through the gate","",""
"5b414f951b18499b825eaf83d2f0f8ed","city_thoridon_third.guards_south_denied"," approaches the guards again. One of them nods, causing another to turn around, and then they shake their head.","",""
"92925681c03c4167ba75854b276a43f5","city_thoridon_third.guards_south_denied","Guard: You're not getting going into the Flatlands, just be on your way.","",""
"6d42afa17cdd47cab4d4c5a57bc69b6b","city_thoridon_third.guards_south_denied.choices","Leave the gate","",""
"5fa19aefe58e4e8db87f84f0bb934d00","city_thoridon_third.guards_south.b"," walks towards the open gate, but on approach, one of the guards holds out an arm and moves directly towards ","",""
"949860694ccb4d7ab96d2adcd4b1a07e","city_thoridon_third.guards_south.b","Guard: Hold there, please.","",""
"37efdb135d4c424e90e70080e73997e4","city_thoridon_third.guards_south.b"," walks up to one of the guards who stand near one of the small shacks. One of them turns to face ","",""
"e501919b38de4dde9cfc829c2ae1b27a","city_thoridon_third.guards_south.b","Guard: Is something the matter?","",""
"85547da416d54240a2e61e564e673bee","city_thoridon_third.guards_south.choices","Ask what the problem is","",""
"1cbb072a251847469327a61113de14b6","city_thoridon_third.guards_south.choices","Ask to go through the gate","",""
"7b093b710214495ca85a8a3f08112e77","city_thoridon_third.guards_south.c-0"," What appears to be the problem?","",""
"838e0ca4e5b14cf6bb28a93a3dd29cf7","city_thoridon_third.guards_south.c-0","Guard: Not a problem, you see. But, you can't go out there wearing that.","",""
"7c818f2e3af94442bb95b9dc490e5327","city_thoridon_third.guards_south.c-1"," Can I go out there?","",""
"ef0dec53b9834eb5b5adc19eb99722dd","city_thoridon_third.guards_south.c-1","The guard looks ","",""
"2ff94dbcce3140fdb2f40b8c923f3802","city_thoridon_third.guards_south.c-1"," up and down and sniggers.","",""
"73121cdd88374ae18929dd8e406eb4a6","city_thoridon_third.guards_south.c-1","Guard: Not dressed like that.","",""
"c613606e019042738f8d276f25f03217","city_thoridon_third.guards_south.c-1"," I see.","",""
"acd9d7e200104e58990f4625bcb473ae","city_thoridon_third.guards_south.c-1","Guard: If you want to proceed, you need to either have some sort of proof that you can handle yourself in the Flatlands, or you have someone to accompany you.","",""
"affcdb84f25348bfbf4d7d1b8be2c4b7","city_thoridon_third.guards_south.c-1","Guard: Neither you seem to have.","",""
"d34aa855d9fd46deacad36b15626cf9b","city_thoridon_third.guards_south.c-1.b","The guard points at Kaidan's robes.","",""
"e792f3498de34cdbab9617bb11397b2a","city_thoridon_third.guards_south.c-1.b","Guard: Shouldn't you be in lectures, anyway?","",""
"3c5f74ee177245ffa0bdfadc577f75a9","city_thoridon_third.guards_south.loop.choices","Ask about the Flatlands","",""
"a77428916228484399896b3141840918","city_thoridon_third.guards_south.loop.choices","Ask about being a guard","",""
"9f4eff87322346268ab604c042a8c97a","city_thoridon_third.guards_south.loop.choices","Ask about the gate","",""
"06d2b9aa10ed44af9235fae9202932d2","city_thoridon_third.guards_south.loop.choices","Ask about the wall","",""
"b27af3a9504c41ddab7273d026af3ec1","city_thoridon_third.guards_south.loop.choices","Ask what the protection is for","",""
"5361e47768524555b2c8dccee89e44df","city_thoridon_third.guards_south.loop.choices","Leave the gate","",""
"219a87b09cee454d9c32a3b4ba712677","city_thoridon_third.guards_south.loop.c-0"," looks past the guard and out through the gate, trying to see what is beyond.","",""
"d1c46368e01c4f218e995423f586a5e0","city_thoridon_third.guards_south.loop.c-0"," What is special about the Flatlands?","",""
"2dfe682ebffc4483a2617390be28b367","city_thoridon_third.guards_south.loop.c-0","Guard: You mean you haven't been out there?","",""
"d054eb3c42af4d939a1e61d9d6d6b777","city_thoridon_third.guards_south.loop.c-0.choices","Say you have not","",""
"025a2d8e3aad4931b68d6854835f0c99","city_thoridon_third.guards_south.loop.c-0.choices","Say you have","",""
"fdaba685cee3413d893ea7926595124e","city_thoridon_third.guards_south.loop.c-0.choices","Say you are just curious","",""
"9473410884394f8bb0dba9ea9300096b","city_thoridon_third.guards_south.loop.c-0.c-0"," I have not.","",""
"99e8ccab7946406cb429d622c2d23cfe","city_thoridon_third.guards_south.loop.c-0.c-0","The guard laughs.","",""
"032ad82ed10740a891ba8a787ed4e439","city_thoridon_third.guards_south.loop.c-0.c-0","Guard: Well, city boy, nothing out there for you.","",""
"3cfa15960cd94383a2877f4194351f9a","city_thoridon_third.guards_south.loop.c-0.c-1"," Of course I have.","",""
"2f7a774634ec419eb8333c424bb2c7aa","city_thoridon_third.guards_south.loop.c-0.c-1","Guard: Then you will know about the bogland. But what's special about it? Nothing.","",""
"00dea910f589402caf7ea716d32a2cfb","city_thoridon_third.guards_south.loop.c-0.c-2"," I was just wondering.","",""
"017ffc11f1394abd8e267e86d371a173","city_thoridon_third.guards_south.loop.c-0.c-2","Guard: Maybe you'll see one day. You probably don't want to get your feet stuck in the mud, though.","",""
"388ab95789a24890ab84e8f13c34411a","city_thoridon_third.guards_south.loop.c-0.c-2","The guard laughs, turns around to the other guards, who also laugh back, despite them not hearing the quip at ","",""
"c82227814b85421c8c815f639db991b1","city_thoridon_third.guards_south.loop.c-0.c-2","'s expense.","",""
"ca541019d2a0449c943e732d5bf14fc8","city_thoridon_third.guards_south.loop.c-1"," How is guard work lately?","",""
"b839aedfb16c43049843a687b1198ce9","city_thoridon_third.guards_south.loop.c-1","Guard: That's for me to know.","",""
"53abb5759a2643d185a93c0fd3e66f36","city_thoridon_third.guards_south.loop.c-2"," What do you know about the gate?","",""
"dab1f8f6b3b54c2f86d05d2185e7a7a5","city_thoridon_third.guards_south.loop.c-2","Guard: It's heavy.","",""
"2082bea5f5f74aacbc6da8370a4794f6","city_thoridon_third.guards_south.loop.c-2","The guard has nothing else to say, causing ","",""
"28bbe6a2fa8142d6bf995d7bb2a6b16a","city_thoridon_third.guards_south.loop.c-2"," to feel a bit uncomfortable.","",""
"d8cd551ec58e4a74b85c687e5921d956","city_thoridon_third.guards_south.loop.c-3"," What is the purpose of the wall?","",""
"ddafc63d51874f758017525ad18bee50","city_thoridon_third.guards_south.loop.c-3","The guard laughs.","",""
"bf17c11b4a1545d7995a0f2843ee510b","city_thoridon_third.guards_south.loop.c-3","Guard: You ask some funny questions. Keeps people like you and me safe.","",""
"27180e79130c483f922d2c1fc895af83","city_thoridon_third.guards_south.loop.c-3.choices","Safe from what?","",""
"12389c831b634acb962d4042399646b5","city_thoridon_third.guards_south.loop.c-3.choices","Nod without questioning","",""
"4dfe1d74cdba44f4aa1ab5d1a1a594c3","city_thoridon_third.guards_south.loop.c-3.c-0"," Safe from what?","",""
"cdc5cd12cfc44b758e5d247fd6060e03","city_thoridon_third.guards_south.loop.c-3.c-0","Guard: Who knows? The wild life? The weirdos that come from overseas? The weirdos inside the walls?","",""
"cf0434c9f6e542dea0df2617ce7d8dc6","city_thoridon_third.guards_south.loop.c-3.c-0","The guard chortles.","",""
